ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Alt_Transcription,Concept_ID,Form_ID
29-Murist,Murist,lə pɑ̝̃ lĕ̞ ɛ̃ĩ͉ pçɛːra̠͉,,,Le pont est en pierre,,,,lė paͦ̃ lĕ è̃ĩ̱ pç̑ḕra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Murist-Gauchat-1925-480-75_lepont-1 Murist-Gauchat-1925-480-76_esten-1 Murist-Gauchat-1925-480-77_pierre-1
29-Sugiez,Sugiez,lə pɔ̃ l e̞ dĕ̞ pçɛːra̠,,,Le pont est en pierre,,,,lė pò̃ l e dĕ pç̑ḕra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Sugiez-Gauchat-1925-480-75_lepont-1 Sugiez-Gauchat-1925-480-76_esten-1 Sugiez-Gauchat-1925-480-77_pierre-1
29-Montalchez,Montalchez,lɔ̆ pɔ̃ ɛ̆ ɛ̃ pçøːʁă̠,,,Le pont est en pierre,,,,lŏ̀ pò̃ ĕ̀ è̃ pç̑œ̄́ṙă,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Montalchez-Gauchat-1925-480-75_lepont-1 Montalchez-Gauchat-1925-480-76_esten-1 Montalchez-Gauchat-1925-480-77_pierre-1
29-Boudry,Boudry,lə pɔ̃ ɛ̆ d piːr,,,Le pont est en pierre,,,,lė pò̃ ĕ̀ d pīr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Boudry-Gauchat-1925-480-75_lepont-1 Boudry-Gauchat-1925-480-76_esten-1 Boudry-Gauchat-1925-480-77_pierre-1
29-Corcelles,Corcelles,lə pɔ̃ ɛ̆ d piːra̠,,,Le pont est en pierre,,,,lė pò̃ ĕ̀ d pīra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Corcelles-Gauchat-1925-480-75_lepont-1 Corcelles-Gauchat-1925-480-76_esten-1 Corcelles-Gauchat-1925-480-77_pierre-1
29-Landeron,Landeron,lə pɔ̃ ɛ̆ ɑ̝̆ piːr,,,Le pont est en pierre,,,,lė pò̃ ĕ̀ aͦ̆ pīr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Landeron-Gauchat-1925-480-75_lepont-1 Landeron-Gauchat-1925-480-76_esten-1 Landeron-Gauchat-1925-480-77_pierre-1
29-Savagnier,Savagnier,lə pɔ̃ ɛl ɛ æ piːr,,,Le pont est en pierre,,,,lė pò̃ èl è aͤ pīr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Savagnier-Gauchat-1925-480-75_lepont-1 Savagnier-Gauchat-1925-480-76_esten-1 Savagnier-Gauchat-1925-480-77_pierre-1
29-LeSentier,LeSentier,lŭ pɔ̃ ɛ̆t a̠͉ɛ̃ pçeːra̠͉,,,Le pont est en pierre,,,,lʋ̆ pò̃ ĕ̀t a̱è̃ pç̑ḗra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,LeSentier-Gauchat-1925-480-75_lepont-1 LeSentier-Gauchat-1925-480-76_esten-1 LeSentier-Gauchat-1925-480-77_pierre-1
29-CoteauxFees,CoteauxFees,lŭ pɔ̃ ɛ̆ ă̠ pjɛːr,,,Le pont est en pierre,,,,lʋ̆ pò̃ ĕ̀ ă pyḕr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,CoteauxFees-Gauchat-1925-480-75_lepont-1 CoteauxFees-Gauchat-1925-480-76_esten-1 CoteauxFees-Gauchat-1925-480-77_pierre-1
29-Noiraigue,Noiraigue,lɔ̆ pɔ̃ ɛ̆ d piːr,,,Le pont est en pierre,,,,lŏ̀ pò̃ ĕ̀ d pīr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Noiraigue-Gauchat-1925-480-75_lepont-1 Noiraigue-Gauchat-1925-480-76_esten-1 Noiraigue-Gauchat-1925-480-77_pierre-1
29-ChauxduMilieu,ChauxduMilieu,lə pɔ̃ ɛ ă̠ pçe̞ːʁă̠,,,Le pont est en pierre,,,,lė pò̃ è ă pç̑ēṙă,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,ChauxduMilieu-Gauchat-1925-480-75_lepont-1 ChauxduMilieu-Gauchat-1925-480-76_esten-1 ChauxduMilieu-Gauchat-1925-480-77_pierre-1
29-CerneuxPequignot,CerneuxPequignot,lŭ pʊ̃ ă̠ ɔ̆ piːrɛ,,,Le pont est en pierre,,,,lʋ̆ pʋ̀̃ ă ŏ̀ pīrè,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,CerneuxPequignot-Gauchat-1925-480-75_lepont-1 CerneuxPequignot-Gauchat-1925-480-76_esten-1 CerneuxPequignot-Gauchat-1925-480-77_pierre-1
29-Lamboing,Lamboing,lə pɔ̃ ɛ ã̠ piːr,,,Le pont est en pierre,,,,lė pò̃ è ã pīr ,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Lamboing-Gauchat-1925-480-75_lepont-1 Lamboing-Gauchat-1925-480-76_esten-1 Lamboing-Gauchat-1925-480-77_pierre-1
29-Orvin,Orvin,lə pɔ̃ ɛ ɔ piːr,,,Le pont est en pierre,,,,lė pò̃ è ò pīr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Orvin-Gauchat-1925-480-75_lepont-1 Orvin-Gauchat-1925-480-76_esten-1 Orvin-Gauchat-1925-480-77_pierre-1
29-Plagne,Plagne,lə pã̠ɔ͉̃ ɛ ɔ piə͉r,,,Le pont est en pierre,,,,lė pãó̱̃ è ò piė̱r,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Plagne-Gauchat-1925-480-75_lepont-1 Plagne-Gauchat-1925-480-76_esten-1 Plagne-Gauchat-1925-480-77_pierre-1
29-Sombeval,Sombeval,lə pɔ̃ ɛ ã̠ piːə͉r,,,Le pont est en pierre,,,,lė pò̃ è ã pīė̱r,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Sombeval-Gauchat-1925-480-75_lepont-1 Sombeval-Gauchat-1925-480-76_esten-1 Sombeval-Gauchat-1925-480-77_pierre-1
29-Court,Court,lɔ pɔ̃ ɛ ɔ̆ piːr,,,Le pont est en pierre,,,,lò pò̃ è ŏ̀ pīr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Court-Gauchat-1925-480-75_lepont-1 Court-Gauchat-1925-480-76_esten-1 Court-Gauchat-1925-480-77_pierre-1
29-Vermes,Vermes,əl pʊ̃ ɑː ɑ̝̃ piːr,,,Le pont est en pierre,,,,ėl pʋ̀̃ ā́ aͦ̃ pīr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Vermes-Gauchat-1925-480-75_lepont-1 Vermes-Gauchat-1925-480-76_esten-1 Vermes-Gauchat-1925-480-77_pierre-1
29-Longirod,Longirod,lə pɔ̃ ɛ dɛ pçɛːra̠͉,,,Le pont est en pierre,,,,lė pò̃ è dè pç̑ḕra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Longirod-Gauchat-1925-480-75_lepont-1 Longirod-Gauchat-1925-480-76_esten-1 Longirod-Gauchat-1925-480-77_pierre-1
29-Develier,Develier,əl põ ɑː ɑ̃ piːr,,,Le pont est en pierre,,,,ėl pó̃ ā́ á̃ pīr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Develier-Gauchat-1925-480-75_lepont-1 Develier-Gauchat-1925-480-76_esten-1 Develier-Gauchat-1925-480-77_pierre-1
29-Cerlatez,Cerlatez,lə pʊ̃ a̠ː ã̠ piːə͉r,,,Le pont est en pierre,,,,lė pʋ̀̃ ā ã pīė̱r,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Cerlatez-Gauchat-1925-480-75_lepont-1 Cerlatez-Gauchat-1925-480-76_esten-1 Cerlatez-Gauchat-1925-480-77_pierre-1
29-Courtedoux,Courtedoux,lə pʊ̃ ɑː ɑ̃ piːr,,,Le pont est en pierre,,,,lė pʋ̀̃ ā́ á̃ pīr,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Courtedoux-Gauchat-1925-480-75_lepont-1 Courtedoux-Gauchat-1925-480-76_esten-1 Courtedoux-Gauchat-1925-480-77_pierre-1
29-Commugny,Commugny,lə pɔ̃ ɛt ã̠ piːra̠͉,,,Le pont est en pierre,,,,lė pò̃ èt ã pīra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Commugny-Gauchat-1925-480-75_lepont-1 Commugny-Gauchat-1925-480-76_esten-1 Commugny-Gauchat-1925-480-77_pierre-1
29-Vullierens,Vullierens,lɔ̆ pɔ̃ ɛt æ̆ pjɛːra̠,,,Le pont est en pierre,,,,lŏ̀ pò̃ èt aͤ̆ pyḕra,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Vullierens-Gauchat-1925-480-75_lepont-1 Vullierens-Gauchat-1925-480-76_esten-1 Vullierens-Gauchat-1925-480-77_pierre-1
29-Arnex,Arnex,lɔ̆ pɔ̃ ɛ ɛ̃ pçɛːra̠͉,,,Le pont est en pierre,,,,lŏ̀ pò̃ è è̃ pç̑ḕra̱,Gauchat-1925-480-75_lepont Gauchat-1925-480-76_esten Gauchat-1925-480-77_pierre,Arnex-Gauchat-1925-480-75_lepont-1 Arnex-Gauchat-1925-480-76_esten-1 Arnex-Gauchat-1925-480-77_pierre-1
30-Chevroux,Chevroux,lu myr ɛ kmɛ̃ĩ͉si,,,Le mur est commencé,,,,lʋ mur è kmè̃ĩ̱si,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Chevroux-Gauchat-1925-480-81_lemur-1 Chevroux-Gauchat-1925-480-82_estcommence-1
30-VillarsleTerroir,VillarsleTerroir,la̠ moră̠lʲ ɛ̆ ko̞ːmɛ̆si,,,Le mur est commencé,,,,la mórăl̮ ĕ̀ kŏmĕ̀si,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,VillarsleTerroir-Gauchat-1925-480-81_lemur-1 VillarsleTerroir-Gauchat-1925-480-82_estcommence-1
30-Prahins,Prahins,lə mŭˈrɛ̆ l ɛ̆ kömɛ̃si,,,Le mur est commencé,,,,lė mʋ̆rĕ̩̀ l ĕ̀ kȯmè̃si,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Prahins-Gauchat-1925-480-81_lemur-1 Prahins-Gauchat-1925-480-82_estcommence-1
30-Montpreveyres,Montpreveyres,lə my̆r͉ l ɛ̆ kŭmɛ̃ːsĭ,,,Le mur est commencé,,,,lė mŭṟ l ĕ̀ kʋ̆mè̄̃sĭ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Montpreveyres-Gauchat-1925-480-81_lemur-1 Montpreveyres-Gauchat-1925-480-82_estcommence-1
30-Charnex,Charnex,lə myr͉ l ĕ̞ kəmœ̃çiː,,,Le mur est commencé,,,,lė muṟ l ĕ kėmœ̀̃ç̑ī,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Charnex-Gauchat-1925-480-81_lemur-1 Charnex-Gauchat-1925-480-82_estcommence-1
30-Roche,Roche,la̠ mʊ̆ră̠lʲe̞͉ l ĕ̞ kəmɛ̃ːçă̠,,,Le mur est commencé,,,,la mʋ̆̀răl̮e̱ l ĕ kėmè̄̃ç̑ă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Roche-Gauchat-1925-480-81_lemur-1 Roche-Gauchat-1925-480-82_estcommence-1
30-OrmontDessus,OrmontDessus,lă̠ mŭră̠ɮe̞ ɛ̆ kmɛ̃ĩ͉ʃă̠,,,Le mur est commencé,,,,lă mʋ̆răẓ̍e ĕ̀ kmè̃ĩ̱c̵ă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,OrmontDessus-Gauchat-1925-480-81_lemur-1 OrmontDessus-Gauchat-1925-480-82_estcommence-1
30-ChateaudOex,ChateaudOex,lɔ̆ my̆r d ɛ̆ kŭməθiː,,,Le mur est commencé,,,,lŏ̀ mŭr d ĕ̀ kʋ̆mėṣī,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,ChateaudOex-Gauchat-1925-480-81_lemur-1 ChateaudOex-Gauchat-1925-480-82_estcommence-1
30-StGingolph,StGingolph,lă̠ mwëră̠jã̠͉ ɛ̆ kəmɛ̃fjă,,,Le mur est commencé,,,,lă mwërăyã̱ ĕ̀ kėmè̃fyằ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,StGingolph-Gauchat-1925-480-81_lemur-1 StGingolph-Gauchat-1925-480-82_estcommence-1
30-Collombey,Collombey,lă̠ mw͉ʊ̈ră̠ðə͉ l ĕ̞ kɛmɛ̃ʃă̠,,,Le mur est commencé,,,,lă mw̱ʋ̇răẓė̱ l ĕ kèmè̃c̵ă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Collombey-Gauchat-1925-480-81_lemur-1 Collombey-Gauchat-1925-480-82_estcommence-1
30-Champery,Champery,lă̠ mo̞ːră̠ðë͉ l ɛ kəmẽ̞ʃɑ̆,,,Le mur est commencé,,,,lă mŏrăẓë̱ l è kėmẽc̵ắ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Champery-Gauchat-1925-480-81_lemur-1 Champery-Gauchat-1925-480-82_estcommence-1
30-Vaugondry,Vaugondry,lɔ̆ mwɛ̆rɛ̆ ɛ̆ kɔ̆mɛ̃siː,,,Le mur est commencé,,,,lŏ̀ mwĕ̀rĕ̀ ĕ̀ kŏ̀mè̃sī,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Vaugondry-Gauchat-1925-480-81_lemur-1 Vaugondry-Gauchat-1925-480-82_estcommence-1
30-Martigny,Martigny,lö my̆ ë kʊmɛ̃ʃ̟jă,,,Le mur est commencé,,,,lȯ mŭ ë koͮmè̃c̵̾yằ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Martigny-Gauchat-1925-480-81_lemur-1 Martigny-Gauchat-1925-480-82_estcommence-1
30-Orsieres,Orsieres,lö mø l ĕ̞ kw͉ʊ̈mɛ̃sjă,,,Le mur est commencé,,,,lȯ mœ́ l ĕ kw̱ʋ̇mè̃syằ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Orsieres-Gauchat-1925-480-81_lemur-1 Orsieres-Gauchat-1925-480-82_estcommence-1
30-Lourtier,Lourtier,ə my̆ ë kʊ̈mɛ̃çʎă,,,Le mur est commencé,,,,ė mŭ ë kʋ̇mè̃ç̑y̆̍ằ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Lourtier-Gauchat-1925-480-81_lemur-1 Lourtier-Gauchat-1925-480-82_estcommence-1
30-Fully,Fully,lə mỹ l ɛ kömɛ̃ʃ̟ă̠,,,Le mur est commencé,,,,lė mũ l è kȯmè̃c̵̾ă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Fully-Gauchat-1925-480-81_lemur-1 Fully-Gauchat-1925-480-82_estcommence-1
30-Conthey,Conthey,ɔ̆ mʏ ɛ̆ kŭmɛ̃θjă̠,,,Le mur est commencé,,,,ŏ̀ mù ĕ̀ kʋ̆mè̃ṣyă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Conthey-Gauchat-1925-480-81_lemur-1 Conthey-Gauchat-1925-480-82_estcommence-1
30-Nendaz,Nendaz,ĭ mŭră̠lːe̞ ɛ kɔ̆mɛ̃ʃjă̠,,,Le mur est commencé,,,,ĭ mʋ̆răl̄e è kŏ̀mè̃c̵yă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Nendaz-Gauchat-1925-480-81_lemur-1 Nendaz-Gauchat-1925-480-82_estcommence-1
30-Saviese,Saviese,ĭ mŭră̠lːɛ̆ l ɛ̆ kɔ̆mɛ̃sjă̠,,,Le mur est commencé,,,,ĭ mʋ̆răl̄ĕ̀ l ĕ̀ kŏ̀mè̃syă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Saviese-Gauchat-1925-480-81_lemur-1 Saviese-Gauchat-1925-480-82_estcommence-1
30-Ayent,Ayent,lë mʊr lʲ ɛ̆ kʊmɛ̃sjă̠,,,Le mur est commencé,,,,lë moͮr l̮ ĕ̀ koͮmè̃syă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Ayent-Gauchat-1925-480-81_lemur-1 Ayent-Gauchat-1925-480-82_estcommence-1
30-Miege,Miege,le̝ mŭră̠lʲe̝ j ɛ̆ kɔ̆mɛ̃sjă̠,,,Le mur est commencé,,,,leͥ mʋ̆răl̮eͥ y ĕ̀ kŏ̀mè̃syă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Miege-Gauchat-1925-480-81_lemur-1 Miege-Gauchat-1925-480-82_estcommence-1
30-Grone,Grone,lë mʊra̠lʲə j ɛ̆ kɔ̆mɛ̃sjă̠,,,Le mur est commencé,,,,lë mʋ̀ral̮ė y ĕ̀ kŏ̀mè̃syă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Grone-Gauchat-1925-480-81_lemur-1 Grone-Gauchat-1925-480-82_estcommence-1
30-LAuberson,LAuberson,mwo̞ˈrɛ̆ ɛ̆ kmɛːsĭ,,,Le mur est commencé,,,,mworĕ̩̀ ĕ̀ kmḕsĭ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,LAuberson-Gauchat-1925-480-81_lemur-1 LAuberson-Gauchat-1925-480-82_estcommence-1
30-Evolene,Evolene,lɪ̈ mŭ ɛ̆ kŭmɛ̃ʃjă̠,,,Le mur est commencé,,,,lï mʋ̆ ĕ̀ kʋ̆mè̃c̵yă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Evolene-Gauchat-1925-480-81_lemur-1 Evolene-Gauchat-1925-480-82_estcommence-1
30-Grimentz,Grimentz,lɪ̈ mŭk l ɛ kɔ̆mɛ̃sjă̠,,,Le mur est commencé,,,,lï mʋ̆k l è kŏ̀mè̃syă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Grimentz-Gauchat-1925-480-81_lemur-1 Grimentz-Gauchat-1925-480-82_estcommence-1
30-Collex,Collex,la̠ mwəră̠lʲ ɛ kmã̠ˈsiːa̠,,,Le mur est commencé,,,,la mwėrăl̮ è kmãsī̩a,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Collex-Gauchat-1925-480-81_lemur-1 Collex-Gauchat-1925-480-82_estcommence-1
30-Vernier,Vernier,lă̠ mŭră̠lʲə͉ ɛ̆ kə͉mã̠siːa̠͉,,,Le mur est commencé,,,,lă mʋ̆răl̮ė̱ ĕ̀ kė̱mãsīa̱,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Vernier-Gauchat-1925-480-81_lemur-1 Vernier-Gauchat-1925-480-82_estcommence-1
30-Laconnex,Laconnex,lă̠ mwəră̠lʲ ɛ̆ kəmɛ̃ˈsiːɔ͉,,,Le mur est commencé,,,,lă mwėrăl̮ ĕ̀ kėmè̃sī̩ò̱,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Laconnex-Gauchat-1925-480-81_lemur-1 Laconnex-Gauchat-1925-480-82_estcommence-1
30-Veyrier,Veyrier,lă̠ mŭra̠lʲɛ͉ ɛ̆ ˈkmã̠ˈsjă̠,,,Le mur est commencé,,,,lă mʋ̆ral̮è̱ ĕ̀ kmã̩syă̩,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Veyrier-Gauchat-1925-480-81_lemur-1 Veyrier-Gauchat-1925-480-82_estcommence-1
30-Hermance,Hermance,lă̠ mŭrɛ̆lʲɛ͉ ɛ̆ kmã̠sjă̠,,,Le mur est commencé,,,,lă mʋ̆rĕ̀l̮è̱  ĕ̀ kmãsyă,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Hermance-Gauchat-1925-480-81_lemur-1 Hermance-Gauchat-1925-480-82_estcommence-1
30-Semsalves,Semsalves,lə my̆ j ɛ kəmɛ̃çĭ,,,Le mur est commencé,,,,lė mŭ y è kėmè̃ç̑ĭ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Semsalves-Gauchat-1925-480-81_lemur-1 Semsalves-Gauchat-1925-480-82_estcommence-1
30-Montbovon,Montbovon,lə my̆ lʲ ɛ kömɛ̃çi,,,Le mur est commencé,,,,lė mŭ l̮ è kȯmè̃ç̑i,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Montbovon-Gauchat-1925-480-81_lemur-1 Montbovon-Gauchat-1925-480-82_estcommence-1
30-Arconciel,Arconciel,lə my̆ l ɛ̆ kmɛ̃çiː,,,Le mur est commencé,,,,lė mŭ l ĕ̀ kmè̃ç̑ī,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Arconciel-Gauchat-1925-480-81_lemur-1 Arconciel-Gauchat-1925-480-82_estcommence-1
30-Vallorbe,Vallorbe,lŭ mwəˈrɛ̆ - kŭmɛ̃sĭ,,,Le mur est commencé,,,,lʋ̆ mwėrĕ̩̀ - kʋ̆mè̃sĭ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Vallorbe-Gauchat-1925-480-81_lemur-1 Vallorbe-Gauchat-1925-480-82_estcommence-1
30-AvrysurMatran,AvrysurMatran,lu my̆ l ɛ kəmɛ̃ĩ͉θi,,,Le mur est commencé,,,,lʋ mŭ l è kėmè̃ĩ̱ṣi,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,AvrysurMatran-Gauchat-1925-480-81_lemur-1 AvrysurMatran-Gauchat-1925-480-82_estcommence-1
30-Courtepin,Courtepin,lu my̆ l ɛ kəmẽĩ͉si,,,Le mur est commencé,,,,lʋ mŭ l è kėmé̃ĩ̱si,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Courtepin-Gauchat-1925-480-81_lemur-1 Courtepin-Gauchat-1925-480-82_estcommence-1
30-Dompierre,Dompierre,lu my̆ l ɛ kmɛ̃ĩ͉θi,,,Le mur est commencé,,,,lʋ mŭ l è kmè̃ĩ̱ṣi,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Dompierre-Gauchat-1925-480-81_lemur-1 Dompierre-Gauchat-1925-480-82_estcommence-1
30-Murist,Murist,lə my̆ lʲ ĕ̞ kəmɛ̃ĩ͉θi,,,Le mur est commencé,,,,lė mŭ l̮ ĕ kėmè̃ĩ̱ṣi,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Murist-Gauchat-1925-480-81_lemur-1 Murist-Gauchat-1925-480-82_estcommence-1
30-Sugiez,Sugiez,lə wy̆r l e kəmɛ̃ĩ͉si,,,Le mur est commencé,,,,lė wŭr l é kėmè̃ĩ̱si,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Sugiez-Gauchat-1925-480-81_lemur-1 Sugiez-Gauchat-1925-480-82_estcommence-1
30-Montalchez,Montalchez,lă̠ mwëʁă̠lʲ ɛ̆ kɔ̆mɛ̃ːsiː,,,Le mur est commencé,,,,lă mwëṙăl̮ ĕ̀ kŏ̀mè̄̃sī,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Montalchez-Gauchat-1925-480-81_lemur-1 Montalchez-Gauchat-1925-480-82_estcommence-1
30-Boudry,Boudry,lă̠ mwɛ̆ra̠lʲ ɛ̆ ă̠kmă̠ɛ͉siː,,,Le mur est commencé,,,,lă mwĕ̀ral̮ ĕ̀ ăkmăè̱sī,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Boudry-Gauchat-1925-480-81_lemur-1 Boudry-Gauchat-1925-480-82_estcommence-1
30-Corcelles,Corcelles,lə my̆ ɛ̆ ă̠kmæːsiː,,,Le mur est commencé,,,,lė mŭ ĕ̀ ăkmaͤ̄sī,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Corcelles-Gauchat-1925-480-81_lemur-1 Corcelles-Gauchat-1925-480-82_estcommence-1
30-Landeron,Landeron,la̠ mwɛrɑ̆j ɛ kmɑ̝ːɛ͉siːə͉,,,Le mur est commencé,,,,la mwèrắy è kmaͦ̄è̱sīė̱,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Landeron-Gauchat-1925-480-81_lemur-1 Landeron-Gauchat-1925-480-82_estcommence-1
30-Savagnier,Savagnier,lə my̆ ɛ æ̆kmæːsiːɛ͉,,,Le mur est commencé,,,,lė mŭ è aͤ̆kmaͤ̄sīè̱,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Savagnier-Gauchat-1925-480-81_lemur-1 Savagnier-Gauchat-1925-480-82_estcommence-1
30-LeSentier,LeSentier,lŭ mŭrɛ̆ ɛ̆ kŭmɛ̃ːĩ͉ʃe̝,,,Le mur est commencé,,,,lʋ̆ mʋ̆rĕ̀ ĕ̀ kʋ̆mè̄̃ĩ̱c̵eͥ,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,LeSentier-Gauchat-1925-480-81_lemur-1 LeSentier-Gauchat-1925-480-82_estcommence-1
30-CoteauxFees,CoteauxFees,lŭ mrɛ̆ ɛ̆ ˈkmæ̆siː,,,Le mur est commencé,,,,lʋ̆ mrĕ̀ ĕ̀ kma̩ͤ̆sī,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,CoteauxFees-Gauchat-1925-480-81_lemur-1 CoteauxFees-Gauchat-1925-480-82_estcommence-1
30-Noiraigue,Noiraigue,lɔ̆ my̆ ɛ̆ kmæ̃si,,,Le mur est commencé,,,,lŏ̀ mŭ ĕ̀ kmaͤ̃si,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Noiraigue-Gauchat-1925-480-81_lemur-1 Noiraigue-Gauchat-1925-480-82_estcommence-1
30-ChauxduMilieu,ChauxduMilieu,lə ˈmŭʁɛ̆ ɛ̆ ă̠kmă̠siː,,,Le mur est commencé,,,,lė mʋ̩̆ṙĕ̀ ĕ̀ ăkmăsī,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,ChauxduMilieu-Gauchat-1925-480-81_lemur-1 ChauxduMilieu-Gauchat-1925-480-82_estcommence-1
30-CerneuxPequignot,CerneuxPequignot,lu my̆ ă̠ ɔ̆kmɔ̆siːɛ͉,,,Le mur est commencé,,,,lʋ mŭ ă ŏ̀kmŏ̀sīè̱,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,CerneuxPequignot-Gauchat-1925-480-81_lemur-1 CerneuxPequignot-Gauchat-1925-480-82_estcommence-1
30-Lamboing,Lamboing,l mŭ ɛ a̠kmɛ̃siːə͉,,,Le mur est commencé,,,,l mʋ̆ è akmè̃sīė̱,Gauchat-1925-480-81_lemur Gauchat-1925-480-82_estcommence,Lamboing-Gauchat-1925-480-81_lemur-1 Lamboing-Gauchat-1925-480-82_estcommence-1
